siros_sg_empresa_icao;siros_nr_voo;siros_sg_icao_origem;siros_sg_icao_destino;siros_cd_tipo_servico;siros_dt_partida_prevista_bsb;siros_dt_chegada_prevista_bsb;vra_nm_empresa;vra_nm_aerodromo_origem;vra_nm_municipio_origem;vra_nm_aerodromo_destino;vra_nm_municipio_destino;vra_dt_partida_real;vra_dt_chegada_real;vra_sn_cancelado;vra_sn_atraso_maior_30min;vra_nr_min_atraso_partida;vra_nr_min_atraso_chegada;estatistica_matricula;estatistica_cd_di;reg_voo_matricula;origem_ds_ceu_menos_4;origem_ds_ceu_menos_3;origem_ds_ceu_menos_2;origem_ds_ceu_menos_1;origem_ds_ceu;origem_ds_ceu_mais_1;origem_ds_ceu_mais_2;origem_ds_ceu_mais_3;origem_ds_ceu_mais_4;origem_ds_tempo_menos_4;origem_ds_tempo_menos_3;origem_ds_tempo_menos_2;origem_ds_tempo_menos_1;origem_ds_tempo;origem_ds_tempo_mais_1;origem_ds_tempo_mais_2;origem_ds_tempo_mais_3;origem_ds_tempo_mais_4;origem_cd_status_menos_4;origem_cd_status_menos_3;origem_cd_status_menos_2;origem_cd_status_menos_1;origem_cd_status;origem_cd_status_mais_1;origem_cd_status_mais_2;origem_cd_status_mais_3;origem_cd_status_mais_4;destino_ds_ceu_menos_4;destino_ds_ceu_menos_3;destino_ds_ceu_menos_2;destino_ds_ceu_menos_1;destino_ds_ceu;destino_ds_ceu_mais_1;destino_ds_ceu_mais_2;destino_ds_ceu_mais_3;destino_ds_ceu_mais_4;destino_ds_tempo_menos_4;destino_ds_tempo_menos_3;destino_ds_tempo_menos_2;destino_ds_tempo_menos_1;destino_ds_tempo;destino_ds_tempo_mais_1;destino_ds_tempo_mais_2;destino_ds_tempo_mais_3;destino_ds_tempo_mais_4;destino_cd_status_menos_4;destino_cd_status_menos_3;destino_cd_status_menos_2;destino_cd_status_menos_1;destino_cd_status;destino_cd_status_mais_1;destino_cd_status_mais_2;destino_cd_status_mais_3;destino_cd_status_mais_4
AZU;4038;SBSG;SBRF;J;06/11/2024 12:55;06/11/2024 13:55;AZUL LINHAS AÉREAS BRASILEIRAS S/A;GOVERNADOR ALUIZIO ALVES;SÃO GONÇALO DO AMARANTE;GUARARAPES - GILBERTO FREYRE;RECIFE;06/11/2024 12:47;06/11/2024 13:41;0.0;0.0;-8.0;-14.0;AKD ;0;PRAKD;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4040;SBKP;SBGL;J;06/11/2024 19:25;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;VIRACOPOS;CAMPINAS;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;06/11/2024 19:44;06/11/2024 20:44;0.0;0.0;19.0;14.0;AER ;0;PSAER;;;;;nublado;;;;;;;;;Trovoada;;;;;;;;;g;;;;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4042;SBGL;SBKP;J;06/11/2024 11:25;06/11/2024 12:40;AZUL LINHAS AÉREAS BRASILEIRAS S/A;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM;RIO DE JANEIRO;VIRACOPOS;CAMPINAS;;;1.0;0.0;;;;;;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4045;SBKP;SBCF;J;06/11/2024 10:25;06/11/2024 11:35;AZUL LINHAS AÉREAS BRASILEIRAS S/A;VIRACOPOS;CAMPINAS;TANCREDO NEVES;CONFINS;06/11/2024 10:20;06/11/2024 11:32;0.0;0.0;-5.0;-3.0;AUE ;0;PRAUE;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4052;SBCY;SBSO;J;06/11/2024 22:40;06/11/2024 23:35;AZUL LINHAS AÉREAS BRASILEIRAS S/A;MARECHAL RONDON;VÁRZEA GRANDE;REGIONAL DE SORRISO ADOLINO BEDIN;SORRISO;06/11/2024 22:24;06/11/2024 23:14;0.0;0.0;-16.0;-21.0;AUN ;0;PRAUN;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4053;SBSO;SBCY;J;06/11/2024 00:15;06/11/2024 01:05;AZUL LINHAS AÉREAS BRASILEIRAS S/A;REGIONAL DE SORRISO ADOLINO BEDIN;SORRISO;MARECHAL RONDON;VÁRZEA GRANDE;06/11/2024 00:38;06/11/2024 01:29;0.0;0.0;23.0;24.0;AXN ;0;PRAXN;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4053;SBSO;SBCY;J;06/11/2024 00:15;06/11/2024 01:05;AZUL LINHAS AÉREAS BRASILEIRAS S/A;REGIONAL DE SORRISO ADOLINO BEDIN;SORRISO;MARECHAL RONDON;VÁRZEA GRANDE;06/11/2024 00:38;06/11/2024 01:29;0.0;0.0;23.0;24.0;AXN ;0;PRAUN;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4054;SBBE;SBKP;J;06/11/2024 01:55;06/11/2024 05:25;AZUL LINHAS AÉREAS BRASILEIRAS S/A;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO;BELÉM;VIRACOPOS;CAMPINAS;06/11/2024 01:57;06/11/2024 05:30;0.0;0.0;2.0;5.0;YSQ ;0;PRYSQ;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;g;;;;
AZU;4056;SBKP;SBEG;J;06/11/2024 13:05;06/11/2024 16:50;AZUL LINHAS AÉREAS BRASILEIRAS S/A;VIRACOPOS;CAMPINAS;EDUARDO GOMES;MANAUS;06/11/2024 13:17;06/11/2024 17:05;0.0;0.0;12.0;15.0;YRE ;0;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Trovoada / Chuva;;;;;;;;;g;;;;
AZU;4060;SBCT;SBCF;J;06/11/2024 05:30;06/11/2024 07:00;AZUL LINHAS AÉREAS BRASILEIRAS S/A;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;TANCREDO NEVES;CONFINS;06/11/2024 05:24;06/11/2024 07:00;0.0;0.0;-6.0;0.0;AEV ;0;PSAEV;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;r;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;r;;;;
AZU;4061;SBCF;SBCT;J;06/11/2024 22:10;06/11/2024 23:55;AZUL LINHAS AÉREAS BRASILEIRAS S/A;TANCREDO NEVES;CONFINS;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:06;06/11/2024 23:36;0.0;0.0;-4.0;-19.0;AEC ;0;PSAEC;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;g;;;;
AZU;4063;SBKP;SBDN;J;06/11/2024 11:55;06/11/2024 13:25;AZUL LINHAS AÉREAS BRASILEIRAS S/A;VIRACOPOS;CAMPINAS;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;06/11/2024 11:59;06/11/2024 13:09;0.0;0.0;4.0;-16.0;AXO ;0;PRAXO;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4067;SBRF;SBSV;J;06/11/2024 17:05;06/11/2024 18:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;GUARARAPES - GILBERTO FREYRE;RECIFE;DEPUTADO LUÍS EDUARDO MAGALHÃES;SALVADOR;06/11/2024 17:03;06/11/2024 18:30;0.0;0.0;-2.0;0.0;AEB ;0;PSAEB;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4070;SBKP;SBBE;J;06/11/2024 18:50;06/11/2024 22:10;AZUL LINHAS AÉREAS BRASILEIRAS S/A;VIRACOPOS;CAMPINAS;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO;BELÉM;06/11/2024 18:51;06/11/2024 22:10;0.0;0.0;1.0;0.0;YRL ;0;PRYRL;;;;;nublado;;;;;;;;;Trovoada;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4073;SBCF;SBMK;J;06/11/2024 12:55;06/11/2024 14:10;AZUL LINHAS AÉREAS BRASILEIRAS S/A;TANCREDO NEVES;CONFINS;MÁRIO RIBEIRO;MONTES CLAROS;06/11/2024 14:31;06/11/2024 15:35;0.0;1.0;96.0;85.0;AKL ;0;PRAKL;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
AZU;4076;SBSI;SBKP;J;06/11/2024 18:10;06/11/2024 20:30;AZUL LINHAS AÉREAS BRASILEIRAS S/A;PRESIDENTE JOÃO BATISTA FIGUEIREDO;SINOP;VIRACOPOS;CAMPINAS;06/11/2024 18:44;06/11/2024 21:03;0.0;1.0;34.0;33.0;YRR ;0;PRYRR;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;
