siros_sg_empresa_icao;siros_nr_voo;siros_sg_icao_origem;siros_sg_icao_destino;siros_cd_tipo_servico;siros_dt_partida_prevista_bsb;siros_dt_chegada_prevista_bsb;vra_nm_empresa;vra_nm_aerodromo_origem;vra_nm_municipio_origem;vra_nm_aerodromo_destino;vra_nm_municipio_destino;vra_dt_partida_real;vra_dt_chegada_real;vra_sn_cancelado;vra_sn_atraso_maior_30min;vra_nr_min_atraso_partida;vra_nr_min_atraso_chegada;estatistica_matricula;estatistica_cd_di;reg_voo_matricula;origem_ds_ceu_menos_4;origem_ds_ceu_menos_3;origem_ds_ceu_menos_2;origem_ds_ceu_menos_1;origem_ds_ceu;origem_ds_ceu_mais_1;origem_ds_ceu_mais_2;origem_ds_ceu_mais_3;origem_ds_ceu_mais_4;origem_ds_tempo_menos_4;origem_ds_tempo_menos_3;origem_ds_tempo_menos_2;origem_ds_tempo_menos_1;origem_ds_tempo;origem_ds_tempo_mais_1;origem_ds_tempo_mais_2;origem_ds_tempo_mais_3;origem_ds_tempo_mais_4;origem_cd_status_menos_4;origem_cd_status_menos_3;origem_cd_status_menos_2;origem_cd_status_menos_1;origem_cd_status;origem_cd_status_mais_1;origem_cd_status_mais_2;origem_cd_status_mais_3;origem_cd_status_mais_4;destino_ds_ceu_menos_4;destino_ds_ceu_menos_3;destino_ds_ceu_menos_2;destino_ds_ceu_menos_1;destino_ds_ceu;destino_ds_ceu_mais_1;destino_ds_ceu_mais_2;destino_ds_ceu_mais_3;destino_ds_ceu_mais_4;destino_ds_tempo_menos_4;destino_ds_tempo_menos_3;destino_ds_tempo_menos_2;destino_ds_tempo_menos_1;destino_ds_tempo;destino_ds_tempo_mais_1;destino_ds_tempo_mais_2;destino_ds_tempo_mais_3;destino_ds_tempo_mais_4;destino_cd_status_menos_4;destino_cd_status_menos_3;destino_cd_status_menos_2;destino_cd_status_menos_1;destino_cd_status;destino_cd_status_mais_1;destino_cd_status_mais_2;destino_cd_status_mais_3;destino_cd_status_mais_4
GLO;1118;SBGR;SBCT;J;06/11/2024 09:20;06/11/2024 10:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 09:16;06/11/2024 10:22;0.0;0.0;-4.0;2.0;GPA ;0;PSGPA;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1119;SBCT;SBSP;J;06/11/2024 12:25;06/11/2024 13:35;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;CONGONHAS;SÃO PAULO;06/11/2024 12:10;06/11/2024 13:12;0.0;0.0;-15.0;-23.0;GIH ;0;PRGIH;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1120;SBSP;SBCT;J;06/11/2024 18:15;06/11/2024 19:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 18:38;06/11/2024 19:38;0.0;0.0;23.0;18.0;GEI ;0;PRGEI;;;;;encoberto;;;;;;;;;Trovoada / Chuva;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1121;SBCT;SBSP;J;06/11/2024 15:30;06/11/2024 16:35;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;CONGONHAS;SÃO PAULO;06/11/2024 15:49;06/11/2024 17:00;0.0;0.0;19.0;25.0;GEI ;0;PRGEI;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;
GLO;1122;SBBV;SBBR;J;06/11/2024 02:35;06/11/2024 06:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);ATLAS BRASIL CANTANHEDE;BOA VISTA;PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;06/11/2024 02:21;06/11/2024 06:04;0.0;0.0;-14.0;-16.0;GPE ;0;PSGPE;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1123;SBFI;SBGR;J;06/11/2024 20:25;06/11/2024 22:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CATARATAS;FOZ DO IGUAÇU;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 20:24;06/11/2024 22:19;0.0;0.0;-1.0;19.0;GPA ;0;PSGPA;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;g;;;;
GLO;1126;SBSP;SBCT;J;06/11/2024 19:10;06/11/2024 20:15;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 19:49;06/11/2024 20:42;0.0;0.0;39.0;27.0;GYD ;0;PRGYD;;;;;nublado;;;;;;;;;Trovoada / Chuva;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1127;SBCT;SBSP;J;06/11/2024 18:40;06/11/2024 19:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;CONGONHAS;SÃO PAULO;06/11/2024 18:42;06/11/2024 20:10;0.0;0.0;2.0;15.0;GZH ;0;PRGZH;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;y;;;;
GLO;1128;SBGR;SBCT;J;06/11/2024 16:50;06/11/2024 17:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 17:06;06/11/2024 18:08;0.0;0.0;16.0;13.0;GZH ;0;PRGZH;;;;;nublado;;;;;;;;;Trovoada / Chuva;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1130;SBSP;SBCT;J;06/11/2024 21:05;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:01;06/11/2024 22:56;0.0;1.0;56.0;46.0;XMU ;0;PRXMU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;gw;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;gw;;;;
GLO;1131;SBCT;SBSP;J;06/11/2024 20:15;06/11/2024 21:30;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;CONGONHAS;SÃO PAULO;06/11/2024 20:02;06/11/2024 21:47;0.0;0.0;-13.0;17.0;GEI ;0;PRGEI;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
GLO;1134;SBSP;SBDN;J;06/11/2024 12:30;06/11/2024 13:50;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;06/11/2024 12:59;06/11/2024 14:19;0.0;0.0;29.0;29.0;GRA ;0;PSGRA;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1136;SBGR;SBFI;J;06/11/2024 20:45;06/11/2024 22:35;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;CATARATAS;FOZ DO IGUAÇU;06/11/2024 20:37;06/11/2024 22:22;0.0;0.0;-8.0;-13.0;GPN ;0;PSGPN;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Trovoada;;;;;;;;;g;;;;
GLO;1137;SBCT;SBSP;J;06/11/2024 21:00;06/11/2024 22:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;CONGONHAS;SÃO PAULO;06/11/2024 21:06;06/11/2024 22:38;0.0;0.0;6.0;28.0;GYD ;0;PRGYD;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;y;;;;;;;;;;;;;;;;;;;;;;;;;;;y;;;;
GLO;1143;SBDN;SBSP;J;06/11/2024 14:30;06/11/2024 15:50;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;CONGONHAS;SÃO PAULO;06/11/2024 14:49;06/11/2024 16:11;0.0;0.0;19.0;21.0;GRA ;0;PSGRA;;;;;com poucas nuvens;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1146;SBGR;SBJE;J;06/11/2024 08:40;06/11/2024 12:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;JERICOACORA;CRUZ;06/11/2024 08:41;06/11/2024 11:56;0.0;0.0;1.0;-9.0;XML ;0;PRXML;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1148;SBGR;SBCT;J;06/11/2024 22:05;06/11/2024 23:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;06/11/2024 22:59;07/11/2024 00:15;0.0;1.0;54.0;65.0;GPM ;0;PSGPM;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;;;;;;encoberto;;;;;;;;;Chuva;;;;;;;;;y;;;;
GLO;1149;SBCT;SBGR;J;06/11/2024 11:05;06/11/2024 12:15;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 11:12;06/11/2024 12:31;0.0;0.0;7.0;16.0;GPA ;0;PSGPA;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;y;;;;
GLO;1170;SBGR;SBFI;J;06/11/2024 09:05;06/11/2024 10:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;CATARATAS;FOZ DO IGUAÇU;06/11/2024 09:05;06/11/2024 10:51;0.0;0.0;0.0;-4.0;GUR ;0;PRGUR;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1171;SBFI;SBGR;J;06/11/2024 11:35;06/11/2024 13:15;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CATARATAS;FOZ DO IGUAÇU;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 11:33;06/11/2024 13:28;0.0;0.0;-2.0;13.0;GUR ;0;PRGUR;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;g;;;;
GLO;1172;SBGR;SBFI;J;06/11/2024 18:00;06/11/2024 19:45;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;CATARATAS;FOZ DO IGUAÇU;06/11/2024 17:58;06/11/2024 19:51;0.0;0.0;-2.0;6.0;GPA ;0;PSGPA;;;;;nublado;;;;;;;;;Trovoada / Chuva;;;;;;;;;y;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1173;SBKP;SBBR;J;06/11/2024 06:00;06/11/2024 07:40;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);VIRACOPOS;CAMPINAS;PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;06/11/2024 05:50;06/11/2024 07:19;0.0;0.0;-10.0;-21.0;GUI ;0;PRGUI;;;;;nublado;;;;;;;;;Chuva;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1175;SBCT;SBGR;J;06/11/2024 06:40;06/11/2024 07:50;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 06:27;06/11/2024 07:47;0.0;0.0;-13.0;-3.0;GGH ;0;PRGGH;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1182;SBBR;SBRB;J;06/11/2024 08:45;06/11/2024 12:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;PLÁCIDO DE CASTRO;RIO BRANCO;06/11/2024 08:53;06/11/2024 12:10;0.0;0.0;8.0;5.0;GGQ ;0;PRGGQ;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;;;;;;;;;;;;;;;;;;;g;;;;
GLO;1182;SBRB;SBCZ;J;06/11/2024 12:45;06/11/2024 14:00;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);PLÁCIDO DE CASTRO;RIO BRANCO;CRUZEIRO DO SUL;CRUZEIRO DO SUL;06/11/2024 12:40;06/11/2024 13:49;0.0;0.0;-5.0;-11.0;GGQ ;0;PRGGQ;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1183;SBCT;SBGR;J;06/11/2024 19:30;06/11/2024 20:40;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);AFONSO PENA;SÃO JOSÉ DOS PINHAIS;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;06/11/2024 20:24;06/11/2024 21:55;0.0;1.0;54.0;75.0;GGL ;0;PRGGL;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1184;SBSP;SBCF;J;06/11/2024 09:00;06/11/2024 10:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;TANCREDO NEVES;CONFINS;06/11/2024 09:16;06/11/2024 11:00;0.0;1.0;16.0;35.0;GEI ;0;PRGEI;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1193;SBPJ;SBBR;J;06/11/2024 06:35;06/11/2024 07:55;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRIGADEIRO LYSIAS RODRIGUES;PALMAS;PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;06/11/2024 06:26;06/11/2024 07:40;0.0;0.0;-9.0;-15.0;GTG ;0;PRGTG;;;;;Claro;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1200;SBSP;SBFL;J;06/11/2024 07:45;06/11/2024 09:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;HERCÍLIO LUZ;FLORIANÓPOLIS;06/11/2024 08:10;06/11/2024 09:30;0.0;0.0;25.0;20.0;GPR ;0;PSGPR;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1201;SBFL;SBSP;J;06/11/2024 06:05;06/11/2024 07:20;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);HERCÍLIO LUZ;FLORIANÓPOLIS;CONGONHAS;SÃO PAULO;06/11/2024 05:56;06/11/2024 07:03;0.0;0.0;-9.0;-17.0;GPR ;0;PSGPR;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1202;SBSP;SBFL;J;06/11/2024 10:30;06/11/2024 11:45;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;HERCÍLIO LUZ;FLORIANÓPOLIS;06/11/2024 10:39;06/11/2024 11:44;0.0;0.0;9.0;-1.0;GXC ;0;PRGXC;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1203;SBFL;SBSP;J;06/11/2024 08:10;06/11/2024 09:25;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);HERCÍLIO LUZ;FLORIANÓPOLIS;CONGONHAS;SÃO PAULO;06/11/2024 07:58;06/11/2024 09:11;0.0;0.0;-12.0;-14.0;GRF ;0;PSGRF;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1204;SBSP;SBFL;J;06/11/2024 13:30;06/11/2024 14:50;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;HERCÍLIO LUZ;FLORIANÓPOLIS;06/11/2024 13:53;06/11/2024 15:03;0.0;0.0;23.0;13.0;GGL ;0;PRGGL;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1205;SBFL;SBSP;J;06/11/2024 07:00;06/11/2024 08:15;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);HERCÍLIO LUZ;FLORIANÓPOLIS;CONGONHAS;SÃO PAULO;06/11/2024 06:48;06/11/2024 07:56;0.0;0.0;-12.0;-19.0;GXU ;0;PRGXU;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1206;SBSP;SBBR;J;06/11/2024 10:15;06/11/2024 12:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;06/11/2024 10:45;06/11/2024 12:20;0.0;0.0;30.0;15.0;GUZ ;0;PRGUZ;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;com nuvens esparsas;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;
GLO;1207;SBPA;SBSP;J;06/11/2024 08:05;06/11/2024 09:35;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);SALGADO FILHO;PORTO ALEGRE;CONGONHAS;SÃO PAULO;06/11/2024 08:01;06/11/2024 09:36;0.0;0.0;-4.0;1.0;GUZ ;0;PRGUZ;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;r;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;r;;;;
GLO;1208;SBSP;SBFL;J;06/11/2024 14:55;06/11/2024 16:10;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;HERCÍLIO LUZ;FLORIANÓPOLIS;06/11/2024 15:31;06/11/2024 16:37;0.0;0.0;36.0;27.0;GTG ;0;PRGTG;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1209;SBPA;SBSP;J;06/11/2024 09:35;06/11/2024 11:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);SALGADO FILHO;PORTO ALEGRE;CONGONHAS;SÃO PAULO;06/11/2024 09:33;06/11/2024 11:13;0.0;0.0;-2.0;8.0;GGM ;0;PRGGM;;;;;encoberto;;;;;;;;;Chuvisco;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1210;SBSP;SBPA;J;06/11/2024 07:00;06/11/2024 08:45;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;SALGADO FILHO;PORTO ALEGRE;06/11/2024 06:55;06/11/2024 08:49;0.0;0.0;-5.0;4.0;GGM ;0;PRGGM;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;encoberto;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1211;SBPA;SBSP;J;06/11/2024 10:30;06/11/2024 12:05;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);SALGADO FILHO;PORTO ALEGRE;CONGONHAS;SÃO PAULO;06/11/2024 11:24;06/11/2024 12:54;0.0;1.0;54.0;49.0;GPN ;0;PSGPN;;;;;nublado;;;;;;;;;Chuvisco;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
GLO;1212;SBSP;SBPA;J;06/11/2024 08:05;06/11/2024 09:50;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);CONGONHAS;SÃO PAULO;SALGADO FILHO;PORTO ALEGRE;06/11/2024 08:36;06/11/2024 10:38;0.0;1.0;31.0;48.0;GPN ;0;PSGPN;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;g;;;;;;;;;encoberto;;;;;;;;;Chuvisco;;;;;;;;;g;;;;
GLO;1213;SBFL;SBSP;J;06/11/2024 10:30;06/11/2024 11:45;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);HERCÍLIO LUZ;FLORIANÓPOLIS;CONGONHAS;SÃO PAULO;06/11/2024 10:18;06/11/2024 11:28;0.0;0.0;-12.0;-17.0;GXD ;0;PRGXD;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;;;;;;nublado;;;;;;;;;Sem tempo significativo;;;;;;;;;y;;;;
